Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
NSD2	Wolf-Hirschhorn syndrome candidate 1(MMSET)	7468	4:1892845-1982207	1		4p16.3	yes		MM			L	Dom	"oncogene, fusion"	T	IGH			"CCDS33940.1,ENSG00000109685.17,KMT3G,MMSET,NM_133330.2,NP_579877,O96028,WHSC1"
NSD3	Wolf-Hirschhorn syndrome candidate 1-like 1 (NSD3)	54904	8:38269697-38382272	1		8p11.23	yes		AML			L	Dom	"oncogene, fusion"	"T, A"	NUP98			"CCDS43729.1,ENSG00000147548.16,FLJ20353,KMT3F,NM_023034.1,NP_075447,Q9BZ95,WHISTLE,WHSC1L1"
NT5C2	"5'-nucleotidase, cytosolic II"	22978	10:103088018-103193306	1	Yes	10q24.33	yes		relapse ALL			L	Dom	oncogene	Mis		yes	Spastic paraplegia-45	"CCDS7544.1,ENSG00000076685.18,GMP,NM_012229.4,NP_001127845,NP_036361,NP_001338098.1,NT5B,P49902,PNT5,SPG65,cN-II"
NTHL1	nth like DNA glycosylase 1	4913	16:2039815-2047866	2		16p13.3		yes		CRC	Familial adenomatous polyposis	E		TSG	"N, S"				"CCDS10457.1,ENSG00000065057.7,NM_002528.6,NP_002519,NP_001305123.1,NTH1,OCTS3,P78549"
NTRK1	"neurotrophic tyrosine kinase, receptor, type 1"	4914	1:156860894-156881642	1	Yes	1q23.1	yes		"papillary thyroid, Spitzoid tumour"			E	Dom	"oncogene, TSG, fusion"	"T, A"	"TPM3, TPR, TFG, TP53, LMNA"			"CCDS1161.1,ENSG00000198400.11,MTC,NM_002529.3,NP_002520,P04629,TRK,TRKA"
NTRK2	Neurotrophic Receptor Tyrosine Kinase 2	4915	9:84669778-85027070	1	Yes	9q21.33	yes		"colorectal cancer, ganglioglioma, glioma, HNSCC, lung adenocarcinoma"			"E, O"		"oncogene, fusion"	"T, Mis"	"AFAP1, AGBL4, BCR, MUC2, NACC2, PAN3, QK1, SLMAP, SQSTM1, TRIM24, VCL"			"CCDS6671.1,ENSG00000148053.15,Q16620,TRKB"
NTRK3	"neurotrophic tyrosine kinase, receptor, type 3"	4916	15:87876757-88256731	1	Yes	15q25.3	yes		"congenital fibrosarcoma, secretory breast"			"E, M"	Dom	"oncogene, fusion"	T	ETV6			"CCDS32322.1,ENSG00000140538.16,NM_001012338.2,NP_001012338,Q16288,TRKC"
NUMA1	nuclear mitotic apparatus protein 1	4926	11:72002864-72080687	1		11q13.4	yes		APL			L	Dom	fusion	T	RARA			"CCDS31633.1,ENSG00000137497.17,NM_006185.3,NP_006176,Q14980"
NUP214	nucleoporin 214kDa (CAN)	8021	9:131125561-131234670	1		9q34.13	yes		"AML, T-ALL"			L	Dom	fusion	T	"DEK, SET, ABL1"			"CAIN,CAN,CCDS6940.1,D9S46E,ENSG00000126883.16,N214,NM_005085.3,NP_005076,P35658"
NUP98	nucleoporin 98kDa	4928	11:3675010-3797792	1		11p15.4	yes		AML			L	Dom	"oncogene, fusion"	T	"HOXA9, NSD1, WHSC1L1, DDX10, TOP1, HOXD13, PRRX1, HOXA13, HOXD11, HOXA11, RAP1GDS1, HOXC11"			"CCDS7746.1,ENSG00000110713.15,NM_016320.4,NP_057404,NUP96,P52948"
NUTM1	"NUT midline carcinoma, family member 1"	256646	15:34343315-34357728	1		15q14	yes		lethal midline carcinoma			E	Dom	"oncogene, fusion"	T	"BRD3, BRD4"			"C15orf55,CCDS61585.1,DKFZp434O192,ENSG00000184507.15,FAM22H,NM_001284292.1,NP_001271221,NP_001271221.1,NUT,Q86Y26"
NUTM2B	NUT family member 2B	729262	10:79703227-79712757	1		10q22.3	yes		endometrial stromal sarcoma			M	Dom	fusion	T	YWHAE			"A6NNL0,CCDS60574.1,ENSG00000188199.10,FAM22B,NM_001278495.1,NP_001265424,bA119F19.1"
NUTM2D	NUT family member 2A	728130	10:87357668-87367195	1		10q23.2	yes		endometrial stromal sarcoma			M	Dom	fusion	T	YWHAE			"ENSG00000214562.14,FAM22D,Q5VT03"
OLIG2	oligodendrocyte lineage transcription factor 2 (BHLHB1)	10215	21:33025935-33029196	1		21q22.11	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRA			"BHLHB1,CCDS13620.1,ENSG00000205927.4,OLIGO2,PRKCBP2,Q13516,RACK17,bHLHe19"
OMD	osteomodulin	4958	9:92414245-92424461	2		9q22.31	yes		aneurysmal bone cyst			M	Dom	fusion	T	USP6			"CCDS6696.1,ENSG00000127083.7,NM_005014.2,NP_005005,Q99983,SLRR2C,osteoadherin"
P2RY8	"purinergic receptor P2Y, G-protein coupled, 8"	286530	X:1462572-1537107	1		Xp22.33	yes		"B-ALL, Down syndrome associated ALL"			L	Dom	"oncogene, fusion"	T	CRLF2			"CCDS14115.1,ENSG00000182162.10,NM_178129.4,NP_835230,P2Y8,Q86VZ1"
PABPC1	poly(A) binding protein cytoplasmic 1	26986	8:100702916-100722712	2		8q22.3	yes		"HNSCC, biliary tract carcinoma"			E		"oncogene, TSG"	"Mis, F"				"CCDS6289.1,ENSG00000070756.15,NM_002568.3,NP_002559,P11940,PAB1,PABP1,PABPC2,PABPL1"
PAFAH1B2	"platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa"	5049	11:117144267-117171048	1	Yes	11q23.3	yes		MLCLS			L	Dom	fusion	T	IGH			"CCDS8380.1,ENSG00000168092.13,NM_002572.3,NP_002563,NP_001296360.1,P68402"
PALB2	partner and localizer of BRCA2	79728	16:23603170-23641310	1		16p12.2		yes		"Wilms tumour, medulloblastoma, AML ,breast"	"Fanconi anaemia N, breast cancer susceptibility"	"L, O, E"	Rec	TSG	"F, N, Mis"				"CCDS32406.1,ENSG00000083093.9,FANCN,FLJ21816,NM_024675.3,NP_078951,Q86YC2"
PATZ1	zinc finger protein 278 (ZSG)	23598	22:31325804-31346232	1		22q12.2	yes		Ewing sarcoma			M	Dom	"TSG, fusion"	T	EWSR1			"CCDS13894.1,ENSG00000100105.17,MAZR,NM_014323.2,NP_055138,PATZ,Q9HBE1,RIAZ,ZBTB19,ZNF278,ZSG,dJ400N23"
PAX3	paired box gene 3	5077	2:222199888-222298981	1	Yes	2q36.1	yes		alveolar rhabdomyosarcoma			M	Dom	"oncogene, fusion"	T	"FOXO1, NCOA1, NCOA2"	yes	"Waardenburg syndrome; craniofacial-deafness-hand syndrome"	"CCDS2448.1,ENSG00000135903.19,HUP2,NM_181459.3,NP_852124,P23760,WS1"
PAX5	paired box gene 5 (B-cell lineage specific activator protein)	5079	9:36833275-37034185	1	Yes	9p13.2	yes		"NHL, ALL, B-ALL"			L	Dom	"oncogene, TSG, fusion"	"T, Mis, D, F, S"	"IGH, ETV6, PML, FOXP1, ZNF521, ELN"			"BSAP,CCDS6607.1,ENSG00000196092.12,NM_016734.2,NP_057953,Q02548"
PAX7	paired box gene 7	5081	1:18631006-18736138	1	Yes	1p36.13	yes		alveolar rhabdomyosarcoma			M	Dom	fusion	T	FOXO1			"CCDS186.1,ENSG00000009709.11,Hup1,NM_002584.2,NP_002575,P23759"
PAX8	paired box gene 8	7849	2:113215997-113278921	1	Yes	2q14.1	yes		follicular thyroid			E	Dom	fusion	T	PPARG	yes	Thyroid dysgenesis	"CCDS46398.1,ENSG00000125618.16,Q06710"
PBRM1	polybromo 1	55193	3:52547841-52685836	1	Yes	3p21.1	yes		"clear cell renal carcinoma, breast"			E	Rec	TSG	"Mis, N, F, S, D, O"				"BAF180,CCDS43099.1,ENSG00000163939.18,NM_018313.4,NP_060783,PB1,Q86U86"
PBX1	pre-B-cell leukemia transcription factor 1	5087	1:164559635-164851831	1	Yes	1q23.3	yes		"pre B-ALL, myoepithelioma"			"L, M"	Dom	"oncogene, fusion"	T	"TCF3, EWSR1"			"CCDS1246.1,ENSG00000185630.18,NM_002585.3,NP_002576,NP_001340059.1,P40424"
PCBP1	poly(rC) binding protein 1	5093	2:70087454-70089203	2		2p13.3	yes		CRC			E			Mis				"CCDS1898.1,ENSG00000169564.6,HNRPE1,HNRPX,NM_006196.3,NP_006187,Q15365,hnRNP-E1,hnRNP-X"
PCM1	pericentriolar material 1  (PTC4)	5108	8:17922840-18027968	1		8p22	yes		"papillary thyroid, CML, MPN"			"E, L"	Dom	fusion	T	"RET, JAK2"			"CCDS47812.1,ENSG00000078674.17,NM_006197.3,NP_006188,NP_006188.3,PTC4,Q15154"
PDCD1LG2	programmed cell death 1 ligand 2	80380	9:5510570-5571254	1	Yes	9p24.1	yes		"PMBL, Hodgkin lymphoma"			L	Dom	"oncogene, fusion"	T	CIITA			"B7-DC,Btdc,CCDS6465.1,CD273,ENSG00000197646.7,NM_025239.3,NP_079515,PD-L2,PDL2,Q9BQ51,bA574F11.2"
PDE4DIP	phosphodiesterase 4D interacting protein (myomegalin)	9659	1:148889463-149033016	1		1q21.2	yes		MPN			L	Dom	fusion	T	PDGFRB			"CCDS72892.1,CMYA2,ENSG00000178104.19,KIAA0454,KIAA0477,MMGL,NM_001198834.3,NP_001185763,Q5VU43"
PDGFB	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	5155	22:39223359-39244751	1		22q13.1	yes		DFSP			M	Dom	"oncogene, fusion"	T	COL1A1			"CCDS13987.1,ENSG00000100311.16,NM_002608.3,NP_002599,P01127,SIS,SSV"
PDGFRA	"platelet-derived growth factor, alpha-receptor"	5156	4:54229097-54298247	1	Yes	4q12	yes	yes	"GIST, idiopathic hypereosinophilic syndrome, paediatric glioblastoma"	GIST	familial gastrointestinal stromal tumour	"L, M, O"	Dom	"oncogene, fusion"	"Mis, O, T"	FIP1L1			"CCDS3495.1,CD140a,ENSG00000134853.11,GAS9,NM_006206.4,NP_006197,NP_001334757.1,NP_001334759.1,NP_001334758.1,P16234,PDGFR2"
PDGFRB	"platelet-derived growth factor receptor, beta polypeptide"	5159	5:150113837-150155860	1		5q32	yes		"MPN, AML, CMML, CML"			L	Dom	"oncogene, fusion"	T	"ETV6, TRIP11, HIP1, RABEP1, H4, NIN, SPECC1, PDE4DIP"			"CCDS4303.1,CD140b,ENSG00000113721.13,JTK12,NM_002609.3,NP_002600,NP_001341945.1,P09619,PDGFR,PDGFR1"
PER1	period homolog 1 (Drosophila)	5187	17:8140472-8152435	1	Yes	17p13.1	yes		"AML, CMML"			L	Dom	"TSG, fusion"	T	ETV6			"CCDS11131.1,ENSG00000179094.15,NM_002616.2,NP_002607,O15534,PER,RIGUI"
PHF6	PHD finger protein 6	84295	X:134373312-134428789	1	Yes	Xq26.2	yes		ETP ALL			L	Rec	TSG	"F, N, S, Mis"		yes	Boerjeson-Forssman-Lehmann syndrome	"BFLS,BORJ,CCDS14639.1,CENP-31,ENSG00000156531.16,KIAA1823,MGC14797,NM_032458.2,NP_001015877,NP_115834,Q8IWS0"
PHOX2B	paired-like homeobox 2b	8929	4:41744082-41748970	1	Yes	4p13	yes	yes	neuroblastoma	neuroblastoma	familial neuroblastoma	O	Rec	TSG	"Mis, F"		yes	Congenital central hypoventilation syndrome	"CCDS3463.1,ENSG00000109132.6,NBPhox,NM_003924.3,NP_003915,PMX2B,Phox2b,Q99453"
PICALM	phosphatidylinositol binding clathrin assembly protein (CALM)	8301	11:85958814-86068929	1	Yes	11q14.2	yes		"T-ALL, AML"			L	Dom	fusion	T	"MLLT10, KMT2A"			"CALM,CCDS8272.1,CLTH,ENSG00000073921.17,NM_007166.3,NP_009097,Q13492"
PIK3CA	"phosphoinositide-3-kinase, catalytic, alpha polypeptide"	5290	3:179148523-179240093	1	Yes	3q26.32	yes		"colorectal, gastric, glioblastoma, breast"			"E, O"	Dom	oncogene	Mis				"CCDS43171.1,ENSG00000121879.4,NM_006218.3,NP_006209,P42336,PI3K"
PIK3CB	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"	5291	3:138652699-138759359	1	Yes	3q22.3	yes		"SCC, NSCLC"			E		oncogene	Mis				"CCDS3104.1,ENSG00000051382.8,NM_006219.2,NP_006210,P42338,PIK3C1"
PIK3R1	"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"	5295	5:68215720-68301821	1	Yes	5q13.1	yes		"glioblastoma, ovarian, colorectal"			"E, O"	Rec	TSG	"Mis, F, O"				"CCDS3993.1,ENSG00000145675.14,GRB1,NM_181523.2,NP_852664,P27986,p85,p85-ALPHA"
PIK3R2	Phosphoinositide-3-kinase regulatory subunit 2	5296	19:18153118-18170540	2		19p13.11	yes		ovarian carcinoma			E		oncogene	"A, Mis, F"		yes	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	"CCDS12371.1,ENSG00000105647.16,NM_005027.3,NP_005018,NP_005018.1,O00459,P85B,p85"
PIK3R3	Phosphoinositide-3-kinase regulatory subunit 3	8503	1:46040140-46132642	2		1p34.1	yes		"epithelial ovarian cancer, glioblastoma, pancreatic ductal adenocarcinoma"			"E, O"			"A, D, F, Mis"				"CCDS529.1,ENSG00000117461.14,NM_003629.3,NP_003620,Q92569,p55"
PIM1	pim-1 oncogene	5292	6:37170203-37175426	1	Yes	6p21.2	yes		NHL			L	Dom	"oncogene, fusion"	"T, Mis"	BCL6			"CCDS4830.1,ENSG00000137193.13,NM_002648.3,NP_002639,NP_001230115.1,P11309,PIM"
PLAG1	pleiomorphic adenoma gene 1	5324	8:56160904-56211279	1		8q12.1	yes		"salivary adenoma, lipoblastoma"			E	Dom	"oncogene, fusion"	T	"TCEA1, LIFR, CTNNB1, CHCHD7, COL1A2, HAS2"			"CCDS6165.1,ENSG00000181690.7,NM_002655.2,NP_002646,Q6DJT9,ZNF912"
PLCG1	"phospholipase C, gamma 1"	5335	20:41136960-41175721	1	Yes	20q12	yes		angiosarcoma			E	Dom	"oncogene, fusion"	"Mis, T"				"CCDS13313.1,ENSG00000124181.14,NCKAP3,NM_002660.2,NP_002651,P19174,PLC-II,PLC1,PLC148,PLCgamma1"
PLEC	Plectin	5339	8:143915153-143950876	2		8q24.3	yes		breast carcinoma			E		fusion	T	ENPP2			"CCDS43772.1,EBS1,ENSG00000178209.14,NM_201380.3,NP_958782,PCN,PLEC1,PLTN,Q15149"
PML	promyelocytic leukemia	5371	15:73994717-74046771	1		15q24.1	yes		"APL, ALL"			L	Dom	"TSG, fusion"	T	"RARA, PAX5"			"CCDS10255.1,ENSG00000140464.19,MYL,NM_033238.2,NP_150241,P29590,RNF71,TRIM19"
PMS1	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)	5378	2:189784381-189877629	2		2q32.2		yes		"colorectal, endometrial, ovarian"	hereditary non-polyposis colorectal cancer	E	Rec		"Mis, N"				"CCDS2302.1,ENSG00000064933.17,MLH2,NM_001321048.1,NP_001307974,NP_001307977,NP_000525,NP_001307976,NP_001307975.1,P54277,PMSL1"
PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	5395	7:5973239-6009125	1	Yes	7p22.1		yes		"colorectal, endometrial, medulloblastoma, glioma"	"Lynch syndrome 4, mismatch repair syndrome 4"	E	Rec	TSG	"Mis, N, F"				"CCDS5343.1,ENSG00000122512.15,HNPCC4,H_DJ0042M02.9,MLH4,NM_001322014.1,NP_000526,NP_001308943.1,NP_001308935.1,P54278,PMSL2"
POLD1	"DNA polymerase delta 1, catalytic subunit"	5424	19:50384340-50418010	1	Yes	19q13.33	yes	yes	CRC	CRC	Lynch syndrome	E		TSG	Mis				"CCDS82381.1,CDC2,ENSG00000062822.13,POLD"
POLE	"polymerase (DNA directed), epsilon, catalytic subunit"	5426	12:132623762-132687359	1	Yes	12q24.33	yes	yes	"colorectal carcinoma, endometrioid carcinoma, stomach carcinoma, skin cancer"	colorectal cancer susceptibility		E	Rec	TSG	Mis		yes	FILS syndrome	"CCDS9278.1,ENSG00000177084.16,NM_006231.3,NP_006222,POLE1,Q07864"
POLG	"DNA polymerase gamma, catalytic subunit"	5428	15:89316305-89334847	2		15q26.1	yes		CRC			E		TSG	"N, O"		yes	mitochondrial DNA depletion syndrome	"CCDS10350.1,ENSG00000140521.12,NM_002693.2,NP_001119603,NP_002684,P54098,POLG1,POLGA"
POLQ	DNA polymerase theta	10721	3:121431431-121546006	1		3q13.33	yes	yes	oral SCC	breast cancer		E		"oncogene, TSG"	Mis				"CCDS33833.1,ENSG00000051341.13,NM_199420.3,NP_955452,O75417,POLH"
POLR2A	RNA Polymerase II Subunit A	5430	17:7484620-7499758	2		17p13.1	yes		meningioma			O			"Mis, O"			Neurodevelopmental syndrome with hypotonia	"ENSG00000181222.15,P24928,POLR2,POLRA,RPB1"
POT1	protection of telomeres 1	25913	7:124822386-124929981	1	Yes	7q31.33	yes		CLL			L	Dom	TSG	"Mis, N"				"CCDS5793.1,DKFZp586D211,ENSG00000128513.14,NM_015450.2,NP_056265,Q9NUX5,hPot1"
POU2AF1	"POU domain, class 2, associating factor 1 (OBF1)"	5450	11:111352252-111379692	1	Yes	11q23.1	yes		NHL			L	Dom	"oncogene, fusion"	T	BCL6			"BOB1,CCDS31675.1,ENSG00000110777.11,NM_006235.2,NP_006226,OBF1,Q16633"
POU5F1	"POU domain, class 5, transcription factor 1"	5460	6:31164337-31170693	1	Yes	6p21.33	yes		sarcoma			M	Dom	"oncogene, fusion"	T	EWSR1			"CCDS34391.1,ENSG00000204531.17,MGC22487,NM_002701.5,NP_002692,OCT3,OTF3,Oct4,Q01860"
PPARG	"peroxisome proliferative activated receptor, gamma"	5468	3:12351472-12434356	1	Yes	3p25.2	yes		follicular thyroid			E	Dom	"TSG, fusion"	T	PAX8	yes	"Insulin resistance ; lipodystrophy, familial partial L;diabetes mellitus, insulin-resistantI, with acanthosis nigricans and hypertension"	"CCDS2609.1,ENSG00000132170.20,NM_015869.4,NP_056953,NR1C3,P37231,PPARG1,PPARG2,PPARgamma"
PPFIBP1	"PTPRF interacting protein, binding protein 1 (liprin beta 1)"	8496	12:27524206-27695564	1		12p11.23	yes		"Spitzoid tumour, inflammatory myofibroblastic tumour"			"E, M"	Dom	fusion	T	"ROS1, ALK"			"CCDS55812.1,ENSG00000110841.13,L2,NM_177444.2,NP_803193,NP_803193.2,Q86W92,SGT2,hSGT2,hSgt2p"
PPM1D	"protein phosphatase, Mg2+/Mn2+ dependent 1D"	8493	17:60600183-60666280	1	Yes	17q23.2	yes		"glioma, ovarian cancer, breast cancer"			E	Dom	oncogene	"A, Mis, N, F"				"CCDS11625.1,ENSG00000170836.11,NM_003620.3,NP_003611,O15297,PP2C-DELTA,Wip1"
PPP2R1A	"protein phosphatase 2, scaffolding subunit A, alpha"	5518	19:52190039-52229533	1	Yes	19q13.41	yes		clear cell ovarian carcinoma			E	Dom	TSG	Mis				"CCDS12849.1,ENSG00000105568.17,NM_014225.5,NP_055040,P30153,PP2A-Aalpha,PP2AA,PR65A"
PPP6C	"protein phosphatase 6, catalytic subunit"	5537	9:125146574-125189939	1	Yes	9q33.3	yes		melanoma			E	Dom	TSG	"Mis, N"				"CCDS48018.1,ENSG00000119414.11,NM_001123355.1,NP_001116827,O00743,PP6"
PRCC	papillary renal cell carcinoma (translocation-associated)	5546	1:156767500-156800817	1		1q23.1	yes		papillary renal			E	Dom	fusion	T	TFE3			"CCDS1157.1,ENSG00000143294.14,NM_005973.4,NP_005964,Q92733,RCCP1"
PRDM1	"PR domain containing 1, with ZNF domain"	639	6:106086320-106109938	1	Yes	6q21	yes		DLBCL			L	Rec	TSG	"D, N, Mis, F, S"				"BLIMP1,CCDS5054.2,ENSG00000057657.15,NM_001198.3,NP_001189,O75626,PRDI-BF1"
PRDM16	PR domain containing 16	63976	1:3069211-3438621	1	Yes	1p36.32	yes		"MDS, AML"			L	Dom	"oncogene, fusion"	T	MECOM			"CCDS41236.2,ENSG00000142611.16,KIAA1675,KMT8F,MEL1,MGC166915,NM_022114.3,NP_071397,PFM13,Q9HAZ2"
PRDM2	PR/SET domain 2	7799	1:13704855-13825079	2		1p36.21	yes		"glioma, colon adenocarcinoma, gastric carcinoma, ovarian carcinoma, HNSCC"			"E, O"		TSG	"O, F"				"CCDS150.1,ENSG00000116731.22,HUMHOXY1,KMT8,KMT8A,MTB-ZF,NM_012231.4,NP_036363,Q13029,RIZ,RIZ1,RIZ2"
PREX2	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"	80243	8:67952118-68237030	1	Yes	8q13.2	yes		"melanoma, pancreatic ductal adenocarcinoma"			E	Dom	oncogene	"Mis, N"				"CCDS6201.1,DEP.2,DEPDC2,ENSG00000046889.18,FLJ12987,NM_024870.3,NP_079146,P-REX2,PPP1R129,Q70Z35"
PRF1	perforin 1 (pore forming protein)	5551	10:70597349-70602775	1		10q22.1		yes		"various leukaemia, lymphoma"		L	Rec	TSG	Mis		yes	Type 2 familial haemophagocytic lymphohistiocytosis	"CCDS7305.1,ENSG00000180644.7,HPLH2,NM_005041.4,NP_005032,NP_001076585,P1,P14222,PFP"
PRKACA	protein kinase cAMP-activated catalytic subunit alpha	5566	19:14091688-14117744	1	Yes	19p13.12	yes		"fibrolamellar hepatocellular carcinoma, cortisol secreting adrenal adenoma"			E	Dom	oncogene	"T, Mis, N"	DNAJB1			"CCDS12304.1,ENSG00000072062.13,NM_002730.3,NP_002721,NP_001291278.1,P17612,PKACa"
PRKAR1A	"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)"	5573	17:68512379-68533423	1	Yes	17q24.2	yes	yes	papillary thyroid	"myxoma, endocrine, papillary thyroid"	Carney complex	"E, M"	Dom/Rec	"oncogene, TSG, fusion"	"T, Mis, N, F, S"	RET			"CCDS11678.1,CNC1,ENSG00000108946.14,NM_212472.2,NP_997637,NP_002725,P10644,PRKAR1,TSE1"
PRKCB	protein kinase C beta	5579	16:23835983-24220611	2		16p12.2	yes		adult T-cell lymphoma-leukaemia			L			Mis				"CCDS10619.1,ENSG00000166501.13,NM_002738.6,NP_002729,PKC(beta),PKCB,PRKCB1,PRKCB2"
PRKD1	Protein Kinase D1	5587	14:29576942-29927642	2		14q12	yes		"cribriform adenocarcinoma of the minor salivary glands, polymorphous adenocarcinoma of the minor salivary glands"			E		fusion	T	"PRKAR2A, SNX9"		Autosomal dominant polycystic kidney disease	"CCDS81796.1,ENSG00000184304.14,NP_001316998.1,PKC-mu,PKCM,PKD,PRKCM"
PRPF40B	pre-mRNA processing factor 40 homolog B	25766	12:49623436-49644665	2		12q13.12	yes		"melanoma, colon carcinoma, MDS"			"E, L"			"F, N"				"CCDS31796.2,ENSG00000110844.13,HYPC,NM_001031698.2,NP_001026868"
PRRX1	paired related homeobox 1	5396	1:170663906-170739419	1		1q24.2	yes		AML			L	Dom	fusion	T	NUP98			"CCDS1290.1,ENSG00000116132.11,NM_022716.3,NP_073207,P54821,PHOX1,PMX1"
PSIP1	PC4 and SFRS1 interacting protein 1 (LEDGF)	11168	9:15464066-15511019	1	Yes	9p22.3	yes		AML			L	Dom	"oncogene, fusion"	T	NUP98			"CCDS6479.1,DFS70,ENSG00000164985.14,LEDGF,NM_033222.4,NP_001121689,NP_150091,O75475,PSIP2,p52,p75"
PTCH1	Homolog of Drosophila Patched gene	5727	9:95442980-95508661	1	Yes	9q22.32	yes	yes	"skin basal cell, medulloblastoma"	"skin basal cell, medulloblastoma"	nevoid basal cell carcinoma syndrome	"E, M"	Rec	TSG	"Mis, N, F, S"				"BCNS,CCDS6714.1,ENSG00000185920.15,NBCCS,NM_000264.3,NP_000255,PTCH,Q13635"
PTEN	phosphatase and tensin homolog gene	5728	10:87863113-87971930	1	Yes	10q23.31	yes	yes	"glioma, prostate, endometrial"	"harmartoma, glioma, prostate, endometrial"	"Cowden syndrome, Bannayan-Riley-Ruvalcaba syndrome"	"L, E, M, O"	Dom	TSG	"D, Mis, N, F, S"				"BZS,CCDS31238.1,ENSG00000171862.10,MHAM,MMAC1,NM_001304717.2,NP_000305,NP_001291646.2,P60484,PTEN1,TEP1"
PTK6	protein tyrosine kinase 6	5753	20:63528001-63537354	1	Yes	20q13.33	yes		"renal, gastric, head and neck, ovarian, others"			E	Dom	"oncogene, TSG"	"Mis, N"				"BRK,CCDS13524.1,ENSG00000101213.6,NM_005975.3,NP_005966,Q13882"
PTPN11	"protein tyrosine phosphatase, non-receptor type 11"	5781	12:112419112-112504764	1	Yes	12q24.13	yes		"JMML, AML, MDS"			L	Dom	oncogene	Mis		yes	Noonan Syndrome	"BPTP3,CCDS81741.1,ENSG00000179295.17,NS1,PTP2C,Q06124,SH-PTP2,SHP-2,SHP2"
PTPN13	"protein tyrosine phosphatase, non-receptor type 13"	5783	4:86594315-86815171	1	Yes	4q21.3	yes	yes	"lung, NSCLC, gastric, peritoneal carcinomatosis"	hepatocellular	Familial Hepatocellular Carcinoma	E	Rec	TSG	"Mis, N"				"CCDS47093.1,ENSG00000163629.12,NM_080685.2,NP_542416,PTP-BAS,PTP-BL,PTP1E,PTPL1,Q12923"
PTPN6	"protein tyrosine phosphatase, non-receptor type 6"	5777	12:6951271-6961316	2		12p13.31	yes		DLBCL			L		TSG	Mis				"CCDS44821.1,ENSG00000111679.16,HCP,HCPH,NM_080549.3,NP_536859,P29350,PTP-1C,SHP-1,SHP1"
PTPRB	"protein tyrosine phosphatase, receptor type, B"	5787	12:70515866-70637440	1	Yes	12q15	yes		angiosarcoma			E	Rec	TSG	"N, Mis, S, F"				"CCDS44943.1,ENSG00000127329.15,NM_001109754.2,NP_001103224,P23467,PTPB"
PTPRC	"protein tyrosine phosphatase, receptor type, C"	5788	1:198639007-198757476	1		1q32.1	yes		T-ALL			L	Rec	TSG	"Mis, N, S"				"CCDS1397.2,CD45,ENSG00000081237.19,GP180,LCA,NM_002838.4,NP_002829,P08575,T200"
PTPRD	"protein tyrosine phosphatase, receptor type D"	5789	9:8314246-10033790	2		9p24.1	yes		"lung cancer, kidney cancer, HNSCC, glioblastoma"			"E, O"		TSG	"D, N, Mis"				"CCDS43786.1,ENSG00000153707.16,HPTP,NM_002839.3,NP_002830,P23468,PTPD"
PTPRK	"protein tyrosine phosphatase, receptor type, K"	5796	6:127968977-128520476	1		6q22.33	yes		colorectal			E	Dom	"TSG, fusion"	T	RSPO3			"CCDS78179.1,ENSG00000152894.14,NM_001291981.1,NP_001278910,Q15262,R-PTP-kappa"
PTPRT	"protein tyrosine phosphatase, receptor type T"	11122	20:42072752-43189969	1	Yes	20q13.11	yes		"HNSCC, colorectal cancer, gastric cancer, lung cancer, melanoma"			E		TSG	"Mis, N"				"CCDS68127.1,ENSG00000196090.12,KIAA0283,NM_133170.3,NP_573400,RPTPrho"
PWWP2A	PWWP domain containing 2A	114825	5:160091339-160119423	2		5q33.3	yes		Spitzoid tumour			E	Dom	fusion	T	ROS1			"CCDS47332.1,ENSG00000170234.12,KIAA1935,NM_001130864.1,NP_001124336,Q96N64"
QKI	"QKI, KH domain containing, RNA binding"	9444	6:163414643-163578596	1	Yes	6q26	yes		"angiocentric glioma, colorectal cancer"			"E, O"	Dom	"oncogene, TSG"	"Mis, F, T"	MYB			"CCDS5285.1,ENSG00000112531.16,NM_006775.2,NP_006766,Q96PU8,QK3"
RABEP1	"rabaptin, RAB GTPase binding effector protein 1"	9135	17:5282300-5385812	1	Yes	17p13.2	yes		CMML			L	Dom	fusion	T	PDGFRB			"CCDS45592.1,ENSG00000029725.16,NM_004703.5,NP_004694,NP_001278510.1,Q15276,RAB5EP,RABPT5,neurocrescin,rabaptin-5"
